Striker_ID,Nationality,Footedness,Marital Status,Goals Scored,Assists,Shots on Target,Shot Accuracy,Conversion Rate,Dribbling Success,Movement off the Ball,Hold-up Play,Aerial Duels Won,Defensive Contribution,Big Game Performance,Consistency,Penalty Success Rate,Impact on Team Performance,Off-field Conduct
127,France,Right-footed,Yes,10.04731837,5.031185539,27.11844826,0.5552678104,0.1409593592,0.840336997,50.90643912,51.65676955,15.59622955,33.32810915,6.452541496,0.7827811074,0.8373533683,7.046161318,10.20347572
128,Spain,Left-footed,Yes,12.16851135,7.62263924,19.72006905,0.7281016362,0.2557160847,0.7697903273,83.18302325,67.64029782,28.99362509,32.67031101,6.971459294,0.8452478157,0.9455434484,8.249807189,8.983986974
129,France,Right-footed,No,15.49825683,8.167174737,24.55103157,0.6067855511,0.2357690658,0.6556955979,70.72680524,44.57198485,16.32399483,50.96069907,7.299195915,0.6689106064,0.7408981544,7.38689715,4.787486423
130,France,Right-footed,No,12.48262173,11.28257456,27.30133687,0.6852773675,0.2359092863,0.6520507033,65.88506855,53.6724497,28.28104126,44.25321308,7.195654349,0.7866814043,0.8440059929,9.619730339,8.789915941
131,Germany,Left-footed,No,7.246682845,2.922606111,27.24950051,0.6484732817,0.2219237869,0.7296575545,69.10765846,65.96441138,18.78469401,24.55062653,7.87201155,0.6759509894,0.6431855687,6.85130934,10.14585923
132,France,Right-footed,No,15.34281487,12.58865096,27.95344528,0.5153643345,0.2009808329,0.7463184795,69.62429355,53.65714152,20.01143968,34.60694986,8.687679019,0.8364824438,0.8457213064,6.630897116,6.293201052
133,Spain,Left-footed,No,9.688481431,7.525976304,36.29597888,0.5356450168,0.2336430618,0.7197292266,52.68798697,57.64030013,25.3518258,43.86382654,7.785268231,0.7651403048,0.7606617702,8.184659094,9.930653334
134,France,Right-footed,Yes,17.36796215,6.71935679,28.17474011,0.7029960818,0.2295907067,0.7311308673,84.94938227,67.4418571,26.35946211,48.37764222,7.907171047,0.7798451814,0.7237582049,7.19862763,9.40867242
135,Germany,Left-footed,No,10.40287883,4.963686874,23.29090355,0.5665224668,0.1822979645,0.8699957375,70.41325632,64.21546084,19.4459372,33.20769347,3.835553667,0.6717401403,0.7239636359,6.219182523,11.70408009
136,Germany,Left-footed,Yes,22.74967203,3.035429984,31.74861018,0.5596351537,0.1713199114,0.8071543152,74.4300213,62.66818396,18.05878473,10.8574401,7.100455398,0.820703236,0.7606388418,8.032288079,7.164433975
137,Spain,Left-footed,Yes,11.08373354,10.46951175,33.32629342,0.5044877421,0.2050928148,0.7190635591,79.51549771,56.60877721,19.72039776,45.23223186,7.959015096,0.9584712921,0.8382433316,5.694943414,5.804778035
138,Brazil,Right-footed,No,13.38969242,8.219953902,16.40674529,0.6423599066,0.2774510076,0.7941310581,59.78837542,63.70061115,21.68978764,27.7967931,8.457882389,0.6492088305,0.6687836799,5.777645696,7.276743781
139,Brazil,Left-footed,No,19.06758609,4.130117301,29.18180049,0.8062524919,0.1380446462,0.5967476096,74.73471899,58.7626732,24.45651843,19.82661202,5.615298452,0.7160240992,0.7602884668,5.944011956,10.87114199
140,France,Right-footed,Yes,8.845678418,4.114763684,29.9082092,0.4932467086,0.1266237367,0.739792705,67.32358909,64.5780561,20.02114929,11.67674075,5.68192145,0.7731607474,0.7958528222,9.70613832,4.343188238
141,England,Right-footed,Yes,16.13729967,6.992645902,22.91705548,0.6024219457,0.2082380421,0.880930635,78.46770775,55.03067975,23.09443149,48.1398086,5.851798649,0.8286406212,0.6900960775,0.557967288,3.863248569
142,France,Right-footed,Yes,21.53571377,13.00706458,34.62994769,0.7412220555,0.2025443851,0.6781954105,48.7277258,58.17431026,28.19179866,41.2861745,8.0728278,0.6940453715,0.9796665202,7.79119767,8.178790558
143,Spain,Right-footed,No,6.962583827,7.221225946,23.94961089,0.5920358609,0.2086670832,0.6152366071,69.009057,50.10042207,21.90654806,37.74343619,9.06776211,0.466696971,0.714650452,7.068543628,7.114821414
144,Spain,Left-footed,No,15.92316929,3.490571141,25.87903517,0.6452371796,0.2121976599,0.6347911111,63.97179344,59.6499239,21.55826428,53.89024363,6.185079785,0.8859189494,0.7330563086,3.638259082,8.015455786
145,Spain,Left-footed,No,16.29941397,7.262770808,23.78849723,0.4937606472,0.1888398873,0.5910366963,74.32262951,51.88999136,12.40544587,46.37324683,8.815924627,0.826050612,0.702169205,7.619453558,9.890623542
146,Spain,Right-footed,No,18.90911436,7.181829291,25.10905333,0.6428307097,0.2744931719,0.6215238092,74.70044187,48.8595355,6.846349316,56.16300043,7.246959618,0.575705247,0.9798480087,7.951503984,6.894861308
147,Spain,Right-footed,No,8.815246446,0,17.32607439,0.5812855735,0.1199548011,0.6629491901,62.92374105,62.58661148,21.94187865,26.07264528,6.751428446,0.6892431208,0.8552905229,8.179278463,4.253988338
148,Germany,Left-footed,Yes,8.397716935,7.8371154,14.91964382,0.6985729996,0.1585751488,0.5594432981,62.87826136,62.12739776,19.52587884,39.65449376,6.57723154,0.906818243,0.7063407994,1.696343874,12.08896311
149,Brazil,Right-footed,No,17.60970783,7.307196409,36.16153544,0.7187386052,0.194837262,0.7015618334,68.89334631,67.82873735,17.42608663,23.83286625,8.493222729,0.8947796418,0.9106231559,9.732778824,6.005543425
150,Spain,Left-footed,Yes,16.48492337,10.08861909,19.07127056,0.8589563642,0.1178405594,0.7902277174,61.03357773,55.6887443,21.21765102,37.70617668,7.651155634,0.8438640023,0.8200698694,5.524526591,5.881925756
151,England,Right-footed,Yes,16.25246425,13.54686828,18.06025355,0.6579633173,0.1912072798,0.609224382,78.41983695,64.08052847,19.69798135,37.51384146,11.55165086,0.7323887566,0.8257253421,8.373135494,10.20744003
152,England,Right-footed,Yes,16.73224105,11.37969509,9.926269205,0.6325796317,0.2830735083,0.8519283924,66.307928,65.50797572,25.63890125,46.26613637,5.295550714,0.7582987419,0.7655522791,8.482147561,7.231021758
153,England,Left-footed,No,11.59987639,7.193333928,20.52726777,0.6194384302,0.2010443244,0.7510792089,40.93011781,64.44773808,20.43055434,40.45563881,8.036203404,0.7369074195,0.7250584013,5.246605829,7.873220296
154,England,Right-footed,No,16.16126849,4.680422274,15.73837145,0.5646833707,0.2115350453,0.8030580586,66.25177943,51.74346317,16.26538357,46.23407138,5.94159798,0.8628239783,0.8337766099,8.320919905,8.965580248
155,Germany,Left-footed,No,16.46536237,15.72007941,36.49410612,0.6338483843,0.1369917617,0.6342165446,59.61456179,61.49363482,24.95083119,47.03440133,5.261426026,0.6624157594,0.745491277,6.229013518,10.16716621
156,England,Right-footed,Yes,11.42824291,8.177655302,32.06871963,0.570459859,0.1691819296,0.7854525227,53.68724185,63.64140296,18.91434463,61.54928677,6.978265726,0.6694200345,0.981675563,2.857245641,7.333078614
157,Spain,Right-footed,Yes,24.32887256,8.041787876,20.18294758,0.6168460976,0.181240181,0.59080661,57.62573362,60.07178467,22.63268342,36.84703345,7.274704959,0.8510274587,0.6730708895,9.335483851,11.03990401
158,France,Right-footed,Yes,17.3691646,7.927624739,40.76705064,0.7317597536,0.1841142452,0.7890247501,71.09408472,39.13522342,17.61294647,30.58977299,12.83634711,0.7455638544,0.9536156773,5.449910074,3.728400303
159,England,Left-footed,Yes,9.043482514,8.594254282,31.87235841,0.4993457435,0.2640821898,0.717183934,83.28640828,61.60489624,16.75086557,42.46083615,6.631708369,0.8878467355,0.7888681151,5.291013075,9.519574474
160,Germany,Right-footed,Yes,18.28276804,7.566918764,22.72618032,0.7139878561,0.227884553,0.755325122,73.13184474,82.12531039,20.42084115,31.97719973,4.739642541,0.6828487793,0.8299085734,6.193868264,6.320944884
161,Germany,Right-footed,Yes,10.12659165,6.279013979,7.504159996,0.7317115067,0.1444271022,0.5824405394,63.93496612,56.39960731,20.06414322,54.81960768,7.546021435,0.744522164,0.8833157767,7.544473451,10.74454263
162,England,Right-footed,No,18.93542302,6.359423176,41.03659801,0.5881931473,0.2123252389,0.6104930158,74.55904195,52.71922902,22.39913518,37.16781961,2.850719925,0.6577587015,0.7369750705,6.885459178,8.284088958
163,France,Right-footed,No,20.7929779,7.901740189,15.27299273,0.3878145101,0.2249110874,0.7597228218,65.4090969,63.7334856,18.65677123,34.34423632,6.816086435,0.7507362681,0.8864248385,8.096133849,6.654189336
164,England,Left-footed,No,10.89658841,6.369725687,13.48220877,0.5392178013,0.2570074519,0.6051651996,63.05399631,63.1237821,10.81820108,35.28684279,7.032050565,0.6021453063,0.5292456145,4.321021267,9.325682186
165,Germany,Left-footed,No,19.81688065,5.861462652,32.15799302,0.7296994547,0.2790270343,0.7463206292,58.45637332,71.92735165,17.83613058,47.18417423,8.589200766,0.7012366579,0.7280010467,5.515227259,9.786376694
166,Brazil,Right-footed,Yes,17.06390463,8.319290683,42.07826684,0.5977131938,0.1492452904,0.5632862194,52.48171193,47.42131844,23.96909234,38.42253017,8.947244499,0.6063746135,0.7075937193,6.768005855,9.283788246
167,Spain,Left-footed,Yes,19.1103008,7.235068348,34.68990973,0.5000697768,0.1594571244,0.7848174213,66.10076293,67.31380253,18.5131196,33.5833318,5.992860762,0.8193923233,0.6746493988,10.79577459,5.940607521
168,Germany,Right-footed,No,24.48396491,12.51197897,28.94736384,0.5495225079,0.1371211071,0.5767476685,71.5805349,65.90422061,18.76808299,56.65351918,6.698771971,0.821658934,0.7785045162,6.772374923,7.031965753
169,England,Right-footed,Yes,13.77305942,0.04709057482,29.16328039,0.6840620027,0.188299007,0.7552299938,69.0337633,58.57853463,24.93188253,31.43830159,5.467758339,0.576973727,0.8385749968,9.170444527,7.991854326
170,Spain,Right-footed,No,11.23131918,11.27452056,30.97390891,0.6546733568,0.2233179187,0.7625630934,65.84033072,63.38687318,16.44013386,40.35566074,4.74387489,0.8833885746,0.8702659998,7.077110338,7.917480695
171,England,Left-footed,No,10.55242785,11.73825558,30.31250013,0.5761067901,0.2493667258,0.6303228182,60.54253939,70.29457482,12.28598391,46.52306152,7.619789559,0.9997415126,0.8240876757,6.032682725,9.499490951
172,England,Left-footed,No,10.92094858,1.779829303,26.96833997,0.5633175588,0.1962024488,0.7582026567,76.08246192,68.7231538,19.1968444,23.6866489,4.452828903,0.7546006387,0.7334306535,6.506551152,3.970197535
173,Brazil,Left-footed,Yes,14.61449145,6.971937218,25.72940773,0.5608241851,0.1840076238,0.7260442263,56.8286808,48.56980688,17.57913024,44.80260501,6.170746199,0.685888574,0.8369016438,6.663160576,8.668654109
174,Spain,Left-footed,No,16.70575987,6.885677402,24.5618481,0.5077589816,0.2075878996,0.6461158144,77.76027914,68.20158187,15.1687684,29.44892325,5.00965208,1,0.8124285695,8.207291478,7.420037291
175,Spain,Left-footed,No,16.383454,3.777464916,19.72224788,0.7615375689,0.1582428549,0.5991445316,59.97782981,59.35311395,19.12310772,48.22782781,8.099366373,0.6181031502,0.8936056168,9.749222535,6.322998767
176,Brazil,Left-footed,No,19.13591625,5.666549937,23.03527446,0.5677679531,0.3044769361,0.5037374308,62.47564763,60.72874098,22.45752824,30.37348988,10.6028602,0.7520106467,0.8776936703,7.719361695,6.515026444
177,Germany,Left-footed,Yes,15.06500946,4.668272464,13.1493023,0.7217158521,0.1196169486,0.7349650047,55.33214809,60.73196991,19.95355719,46.92769032,4.396824034,0.7679622273,0.8030476414,9.374155357,7.570924671
178,England,Left-footed,Yes,22.26767039,13.25681133,24.31162261,0.7521316052,0.2092370289,0.5435197229,64.98597853,58.49757011,21.53490536,51.05833066,3.293963034,0.884514762,0.7102746994,5.070420525,0.7978297911
179,France,Left-footed,No,13.67671583,10.80703518,18.07986225,0.6998310898,0.301180311,0.7095344199,79.75312458,71.91707497,29.06703849,48.61436526,6.750226229,0.7859738975,0.7347049844,6.170738982,6.597420858
180,England,Right-footed,Yes,28.60084583,11.81466528,17.27487478,0.5568379687,0.2003399922,0.6736551784,75.15628088,59.1628204,18.28560569,42.51316648,7.031395592,0.7001366104,0.745021064,5.551394932,6.248370351
181,England,Left-footed,Yes,18.12833674,10.16501619,26.25925906,0.640373009,0.1904980482,0.7679142775,79.78422112,48.80453872,21.39174317,37.68699057,7.437318614,0.654881563,0.7684733666,7.628889182,9.065566419
182,Germany,Left-footed,Yes,10.71421222,4.612844686,34.744016,0.5975804394,0.1821277289,0.6697954501,75.22142546,56.06470144,17.45393319,34.23580424,6.10735897,0.715817818,0.8268050428,6.28208323,6.388946635
183,England,Left-footed,Yes,9.64553751,6.426439201,31.42821624,0.5096298139,0.1909804159,0.6670552214,58.96330171,61.78694717,15.7682014,54.71034691,6.598721402,0.6493072639,0.871517439,8.459545874,7.5697724
184,Brazil,Left-footed,Yes,17.41236208,9.468123684,14.00649577,0.6324359282,0.2686424237,0.7731870704,66.69210776,72.29214784,17.07546173,33.0050478,7.735020821,0.754782532,0.7948881307,5.137996577,11.08455326
185,Brazil,Left-footed,Yes,13.88268607,4.333616573,18.07260304,0.4820960209,0.08940690443,0.7335058029,62.19800871,66.03094685,17.60620714,29.62933926,9.080861785,0.693580382,0.8016124788,7.086061947,9.98870304
186,Spain,Left-footed,Yes,18.57000247,10.13899529,31.58539832,0.7187679388,0.2766716851,0.7316155957,83.30574904,51.49464721,21.79737899,46.65368935,3.089902459,0.6005962207,0.8143306305,8.373715822,9.8045428
187,France,Left-footed,Yes,17.36618812,7.279023806,18.12258825,0.5535382703,0.1288021424,0.746926759,58.03211354,84.85189917,31.74537893,32.03863197,6.262121122,0.8755145788,0.7484094687,2.86939445,7.000255139
188,England,Left-footed,Yes,14.63585544,6.875537577,23.42756795,0.6201159656,0.1866673835,0.5464427877,78.93697689,62.64775311,16.41978282,30.49936503,7.427617588,0.7002327477,0.7074607742,11.24326261,9.086064559
189,England,Left-footed,Yes,10.76603141,10.1328799,28.85036469,0.6283287872,0.178537779,0.775678868,78.9295387,72.75390738,17.91687347,25.56395738,5.164047791,0.6231863195,0.6244562103,6.43369623,7.532204399
190,Germany,Left-footed,No,7.425763877,9.332789934,18.22158882,0.5741095026,0.2294276635,0.7612468794,88.29620202,58.48285566,19.68438493,35.17090161,10.46233926,0.7331740866,0.7304850642,2.949920173,7.607813579
191,Brazil,Left-footed,No,12.76742524,6.917101503,25.73762854,0.6586693801,0.1200937824,0.5983316871,65.90313407,65.33359245,21.97899424,39.17284976,5.72918024,0.7568371566,0.8473145453,7.316187797,8.819370687
192,France,Right-footed,Yes,19.28199397,11.47798941,15.66182154,0.5525096343,0.2231086333,0.6755919526,77.1232216,68.39468505,21.31775406,42.43091728,6.917414626,0.5753533274,0.7297088562,7.066886936,6.806012823
193,Spain,Right-footed,No,16.07046872,4.756810017,20.79042649,0.6871297297,0.3012154812,0.6960692712,92.81651837,72.18194712,26.42047897,49.51306244,8.112044194,0.7831647667,0.7762192963,6.836211241,10.98600621
194,Brazil,Left-footed,No,8.771306106,9.847806821,27.23847354,0.465402032,0.1318412998,0.6865503216,63.82358323,70.57368305,7.868039647,45.26897924,5.817430422,0.6452842431,0.8466431287,8.982382226,7.679739721
195,Spain,Left-footed,Yes,15.86590463,9.779303774,13.84904387,0.612637958,0.2094853084,0.7333859967,54.64959752,68.72197,8.065350649,38.0912778,3.306853904,0.9211028809,0.8520689496,8.494889943,9.236721133
196,Germany,Right-footed,Yes,16.9265869,7.071360682,28.08332317,0.7938928999,0.1669008911,0.8431366782,51.19989966,56.84913269,17.52060914,38.01804324,6.142690946,0.8023960512,0.6920467148,7.595752382,10.91120096
197,Germany,Left-footed,Yes,10.58071282,8.978399067,24.86253541,0.4999668675,0.2212943603,0.8081766728,77.12712029,54.28253958,25.48650094,45.10157469,9.058881112,0.710010001,0.8997059356,7.900311268,10.06330755
198,England,Right-footed,No,15.76862553,4.246659271,28.86742968,0.5322255029,0.2009573889,0.5687780807,51.16849792,63.3260751,12.17175984,52.72570163,6.326209746,0.675483223,0.9127350089,6.791283101,5.182161795
199,France,Right-footed,No,15.29104359,10.77208106,26.56739894,0.651390785,0.1679256545,0.762206999,66.27680947,69.33128072,4.961838302,41.26314199,5.307131397,0.7395032292,0.6870150143,10.5509817,8.88979179
200,Spain,Right-footed,Yes,9.285148511,7.445293591,34.54898301,0.6179581782,0.2243936142,0.832893332,74.37313187,57.77279299,22.85589703,35.30869146,8.851344419,0.8112790742,0.717616313,4.041607963,9.701438789
201,Brazil,Right-footed,Yes,16.7889368,6.431830938,25.87657152,0.6350630099,0.2902174055,0.7386808521,71.85175537,70.65171966,21.21828612,30.07133999,6.338450208,0.7474505871,0.9191090683,7.279303348,9.783726044
202,Germany,Right-footed,Yes,17.80392263,11.14702768,21.99416121,0.648918713,0.1904548104,0.8090980425,74.25444864,74.52616745,14.54895797,25.54794736,5.979678373,0.7282841193,0.7853146479,7.130049262,5.773410332
203,England,Left-footed,No,20.41525622,5.886968928,25.85608252,0.6634721469,0.2359878971,0.9012270446,72.22289856,50.83679081,15.072302,46.66269672,7.298912179,0.7558370291,0.5780222053,8.626560812,6.685929526
204,England,Right-footed,No,20.26901026,3.774616111,28.8030862,0.7109699842,0.1353363521,0.8023709546,82.78865813,51.63079296,15.1512814,45.77978524,8.541500419,0.6896141069,0.6600318495,5.312292245,9.989116471
205,Spain,Left-footed,No,8.11165316,3.330112479,25.34202049,0.6409818657,0.1521781812,0.7249308596,60.47683619,58.59624941,20.55267659,45.77363525,11.76342706,0.7156794073,0.7750630375,3.512654795,6.476479259
206,Germany,Left-footed,No,10.3108748,9.818029854,25.28414184,0.5758742345,0.2236203139,0.8045088474,63.23004862,63.07612668,16.86842362,38.71340554,8.654472215,0.5414207561,0.683695735,7.313646032,7.400607887
207,France,Right-footed,Yes,17.57517634,4.158711943,20.08605819,0.6672573701,0.2742058014,0.7144887833,62.27340555,54.75432986,22.47031959,54.06934746,9.319679933,0.8473726231,0.7586576229,7.562460984,11.15175162
208,Germany,Right-footed,Yes,17.56892975,13.26438255,20.35969358,0.7899881935,0.2177806674,0.7023903043,78.30191812,73.52202679,5.726866685,35.15881505,5.988067602,0.779879778,0.8032396214,9.979198819,7.904401499
209,Spain,Left-footed,Yes,17.57523843,1.754211776,15.1817631,0.5867366254,0.1843470985,0.6648585764,79.00398588,64.24066862,15.71574067,49.55269237,4.948263788,0.6726544156,0.9462254604,4.459275907,6.546451724
210,Spain,Right-footed,Yes,34.26365745,13.0893691,37.2470372,0.5025470695,0.1999645703,0.8563413359,74.51225319,60.39447048,14.3697302,39.61257105,7.124662699,0.9398734981,0.7709546084,9.309387533,6.244765286
211,Germany,Right-footed,No,17.85445255,8.633052402,16.29295735,0.7107080669,0.1374796133,0.6181571334,81.83493667,45.64090476,18.71829661,33.91649235,7.214339831,0.758701648,0.90725418,11.73482873,8.665438659
212,Spain,Left-footed,No,20.6778282,7.709860664,20.14966362,0.5879618836,0.2302257663,0.8532367725,58.21959133,46.84184184,17.30976121,45.92530307,4.842974517,0.6463856428,0.9428760162,6.244470225,5.333703983
213,Germany,Left-footed,Yes,19.77000882,6.36524274,19.97114914,0.3827330454,0.2441166531,0.7499864124,86.67224112,62.8100925,23.9892189,44.09636119,6.64941094,0.8356737421,0.9434309669,4.418115561,7.505328072
214,Brazil,Right-footed,Yes,18.25695626,9.197408343,31.26447064,0.6847421677,0.1773954834,0.5600693825,85.23238622,38.67404374,10.70331614,43.56972759,7.798635203,0.7898048217,0.8284754593,6.186051267,8.66646107
215,Germany,Left-footed,No,13.42365378,7.887095893,22.93535225,0.5464671814,0.1764978926,0.7367649293,77.35621997,70.1263741,20.22745738,40.81278422,7.72078679,0.7894579985,0.6036710852,7.028009935,10.59829964
216,Germany,Right-footed,Yes,18.7948461,11.30990565,33.73419451,0.5909466718,0.2132939115,0.4899973492,87.81798909,58.41846156,22.79168212,39.62106918,8.008575707,0.7074244395,0.8460824865,8.12757575,9.335096161
217,Spain,Right-footed,No,11.13587393,8.342682946,20.28556563,0.6331980331,0.1781640132,0.7625508017,53.43376792,92.4309297,29.28323718,63.88371993,7.58192946,0.7950495724,0.9048399888,5.81721054,6.571869764
218,Spain,Right-footed,Yes,13.81590697,8.450905284,26.95295914,0.619049968,0.1966933693,0.7885231483,64.75551864,83.07916251,17.59117014,51.84256645,5.985982681,0.723824171,0.7918932895,10.11039707,10.35683864
219,England,Left-footed,Yes,12.57318226,6.909163363,19.15257063,0.6709451817,0.3049860895,0.6407644044,62.64696539,58.18550931,21.62229302,47.22826895,5.972198747,0.8055941452,0.974458387,4.77093537,7.400969925
220,England,Left-footed,Yes,15.4093707,7.829163129,40.01604389,0.5564513629,0.187648715,0.7123547696,77.21479324,58.93662997,10.98068604,41.11799158,4.602097204,0.5595055546,0.8859833561,3.521589696,5.528593956
221,Brazil,Left-footed,Yes,26.57329283,8.923405307,16.68681107,0.6513105798,0.1820829924,0.8954157434,59.4985926,69.95581514,8.040218978,50.07157201,10.56955008,0.7066126537,0.8568273377,9.213420849,7.655917281
222,England,Left-footed,Yes,5.663674037,2.869494822,27.16874497,0.5740453322,0.1676229097,0.6494253296,77.57495149,77.0317261,24.22387188,45.17994776,7.026900729,0.9222155098,0.9086380711,2.450757938,10.8763384
223,Germany,Left-footed,Yes,18.43130095,3.955443734,29.43643817,0.6738810481,0.2372095986,0.5941092413,83.70536144,43.61970943,19.97219853,40.26204753,6.550293888,0.6732932545,0.8333369851,6.591740462,8.3304801
224,Spain,Right-footed,Yes,6.936420644,10.22979228,27.89659368,0.6615367484,0.1909387913,0.8481663402,76.952029,42.13624535,25.89256345,36.96435675,5.142415837,0.6896161703,0.5507189501,13.23536226,8.025043729
225,England,Right-footed,No,12.64034067,8.512596314,23.70298639,0.5064561298,0.1675313481,0.8962587191,72.83751024,53.77965194,13.13298556,39.19082662,12.8713158,0.7052038662,0.7500861049,6.975912894,11.27442329
226,England,Right-footed,No,20.44475298,7.448049991,24.0912551,0.7085982116,0.2660652016,0.7003695672,60.12126659,65.82737583,22.5995107,8.295742641,4.853343936,0.6285193864,0.9197168027,4.758464699,5.137290306
227,Brazil,Right-footed,No,15.3214001,8.055301799,25.3066803,0.5464036555,0.2709801502,0.8011463035,61.53149034,64.96873591,29.3440892,42.10600839,6.142304149,0.5291719224,0.719240866,6.885205072,5.428801772
228,Brazil,Left-footed,No,9.61127611,9.042745116,23.97098599,0.6808057798,0.1699788217,0.8341475916,82.49618905,70.69771455,22.09852804,35.1152392,7.831673673,0.7269413601,0.7776527495,6.898398423,4.768307058
229,Germany,Right-footed,No,11.42348145,6.380720959,31.74715382,0.6367287313,0.1066730024,0.6257515767,77.79349004,48.00302472,21.38290753,55.92669998,8.200425931,0.7635859424,0.6955163686,7.321299881,8.745296373
230,Spain,Left-footed,Yes,18.39798874,5.665085824,40.47366101,0.7838183677,0.2503756845,0.6514694165,69.60980481,36.83856137,20.0427804,40.19344071,8.91586411,0.7447494931,0.9783922595,8.324525964,8.332986254
231,Brazil,Right-footed,Yes,11.34816684,8.587535765,21.0975575,0.5776534018,0.1657685087,0.8230874513,65.82090454,68.58014195,12.14559271,28.1103658,10.61521702,0.7355121438,0.9681492457,4.921777663,11.08547273
232,England,Left-footed,No,16.08229295,5.064881667,15.41137914,0.5650683204,0.23953128,0.8685014279,49.74192127,51.71803727,26.77786468,39.50119846,8.012315311,0.7543040871,0.7116131105,10.37509611,8.486950154
233,Spain,Left-footed,Yes,15.2278592,9.224758267,24.38202566,0.5980580394,0.1014948091,0.756288086,59.29147581,39.81512136,16.9457118,29.53878915,4.8879384,0.8522841472,0.8147298,7.490228569,7.191685681
234,Spain,Right-footed,No,11.74199826,2.892249187,43.05796536,0.5696820217,0.2446298669,0.6120185646,89.11419087,61.45063746,22.52241628,44.73407416,6.48610975,0.7309553814,0.7319505952,8.453588093,8.003589746
235,England,Right-footed,No,25.71972045,11.08746691,19.37427802,0.6799941902,0.1394414035,0.8987061112,57.19544429,67.93175688,12.18482847,42.90947364,7.615664745,0.6925917423,0.8614944639,5.7437012,8.235414837
236,Brazil,Right-footed,Yes,18.16959511,9.417792447,36.47381764,0.4383689392,0.236538206,0.6469029102,71.89479821,58.77942868,14.10270168,49.57839631,11.13645208,0.7218874515,0.8509683077,9.572764274,4.656477453
237,England,Right-footed,Yes,4.874287067,8.768089203,36.7439057,0.4946317581,0.2007136534,0.6664862219,80.07443973,55.42151614,27.175437,32.09118208,4.204389043,0.807934676,0.8811705572,6.485895182,13.42066329
238,Spain,Left-footed,Yes,15.93227157,10.94807295,21.12488231,0.4932197078,0.152303029,0.7342337834,57.45077332,58.40637768,18.26348856,40.34008096,9.40515301,0.8912026879,0.8331918448,7.555105027,9.039742036
239,France,Right-footed,No,11.69106768,12.99642333,28.98288155,0.6950307592,0.1796481844,0.8554160421,71.84710475,56.29417238,27.26637738,26.34978205,7.359828739,0.6871856261,1,5.133787846,8.420016616
240,France,Right-footed,Yes,19.26216667,11.0431102,36.39877636,0.7710613373,0.2343159228,0.7853975977,79.37915538,46.51952888,19.6088467,47.01494782,8.67566107,0.7598933787,0.6972076235,5.006136747,9.230327969
241,Germany,Left-footed,No,11.03739631,2.477377306,22.34610581,0.5895550781,0.2052947227,0.74148655,70.12499322,52.85319323,10.79051114,45.1887118,6.796010567,0.7838357442,0.6289396646,8.376410613,9.418821961
242,England,Right-footed,No,14.42631779,4.1612691,23.57493748,0.5831178277,0.229220649,0.746328853,98.68403056,65.21279905,24.460338,44.95805021,5.31513474,0.6507421993,0.7606909799,6.11278634,7.718893029
243,England,Right-footed,No,17.52493639,6.125544267,20.9282336,0.6070052163,0.2988220292,0.7043514669,53.31400741,63.21678541,17.05053841,40.01619031,8.501745559,0.7520417167,0.6432011734,5.292353825,6.737517728
244,Germany,Right-footed,Yes,19.32877597,8.078273151,17.89670289,0.7161878303,0.1217879194,0.7558139515,80.5872853,61.68059806,23.49344407,44.14772891,8.308862054,0.6034326143,0.650753773,5.713633316,9.198901373
245,Germany,Right-footed,Yes,8.998517965,9.552977061,20.45505718,0.5072646866,0.2808606287,0.4470439922,68.27198263,50.04851518,20.12605434,56.04339108,8.944113931,0.5730949696,0.6998685346,8.397906143,8.771421681
246,Germany,Right-footed,No,13.32749382,5.822768561,16.43241813,0.6238368983,0.2052177969,0.6703392541,77.71920155,58.18496838,12.28440886,37.14905743,6.973390729,0.7866746408,0.7077811095,5.741924278,6.380219802
247,Spain,Left-footed,Yes,12.62527344,8.560300293,25.23858428,0.697519763,0.1550607976,0.7241321935,74.41307152,38.22934954,20.82147383,41.38645184,5.800355953,0.7116125259,0.7045381898,6.764690137,10.83807122
248,England,Right-footed,Yes,11.73335384,5.733851203,19.61018738,0.650109417,0.1334843187,0.5848985916,62.66843803,61.78476664,30.98111571,29.13873701,3.88242601,0.7702280408,0.851821895,7.030055501,8.586704073
249,Spain,Right-footed,Yes,23.8272712,6.165446591,26.63650138,0.6189581617,0.1905439805,0.7386323318,72.28996392,74.28857708,22.46493229,31.31739038,8.638746536,0.7482105023,0.7493810939,3.165302228,9.459638725
250,Germany,Right-footed,No,17.02490855,3.780016709,14.10873048,0.7001046093,0.2460825056,0.6795528779,51.42098549,45.25867868,19.71241123,40.97813293,7.847778965,0.6523599951,0.7820485425,4.057747189,10.78384178
251,England,Right-footed,No,8.695580228,5.230300262,27.31616163,0.3296767707,0.193622544,0.8755475698,76.03247501,54.14072327,25.37671701,51.03933547,5.068434734,0.7454745698,0.8894232775,7.672555778,8.043777642
252,Spain,Right-footed,Yes,19.58930974,3.944946183,30.83470273,0.667787532,0.2755577465,0.8573019725,72.98158466,63.29106779,21.05334233,37.43719176,5.922852653,0.6266898695,0.7233677475,5.525941278,8.633904014
253,Spain,Left-footed,No,25.61078099,5.072380241,11.0438505,0.5345924317,0.1274412155,0.6534194431,76.38660169,72.52842634,21.04767115,37.64083471,6.066482376,0.8890972358,0.7735454101,9.113449823,9.620054477
